author,title,gender,n_chars,form,G1_宮怨詩,G1m_代言,G2_女詩人,G3_女性自述,G3d_宮詞記事,G3l_閨怨抒情
薛濤,酬郭簡州寄柑子,,28,七言,0,0,1,0,0,0
薛濤,酬雍秀才貽巴峽圖,,28,七言,0,0,1,0,0,0
薛濤,金燈花,,28,七言,0,0,1,0,0,0
薛濤,鏡離台,,28,七言,0,0,1,0,0,0
薛濤,題竹郎廟,,28,七言,0,0,1,1,1,0
薛濤,風,,20,五言,0,0,1,0,0,0
薛濤,馬離廄,,28,七言,0,0,1,0,0,0
薛濤,魚離池,,28,七言,0,0,1,0,0,0
薛濤,鴛鴦草,,20,五言,0,0,1,0,0,0
薛濤,鷹離鞲,,28,七言,0,0,1,0,0,0
薛濤,鸚鵡離籠,,28,七言,0,0,1,0,0,0
裴羽仙,哭夫二首,,56,七言,0,0,1,0,0,0
關盼盼,句,,14,七言,0,0,1,0,0,0
關盼盼,和白公詩,,28,七言,0,0,1,0,0,0
關盼盼,燕子樓三首,,84,七言,0,0,1,0,0,0
陳玉蘭,寄夫,,28,七言,0,0,1,0,0,0
魚玄機,代人悼亡,,56,七言,0,0,1,0,0,0
魚玄機,光、威、裒姊妹三人少孤而始妍乃有是作…因次其韻,,168,七言,0,0,1,0,0,0
魚玄機,冬夜寄溫飛卿,,56,七言,0,0,1,0,0,0
魚玄機,句,,54,五言,0,0,1,0,0,0
魚玄機,和人,,56,七言,0,0,1,0,0,0
魚玄機,和人次韻,,56,七言,0,0,1,0,0,0
魚玄機,和友人次韻,,56,七言,0,0,1,0,0,0
魚玄機,和新及第悼亡詩二首,,84,七言,0,0,1,0,0,0
魚玄機,夏日山居,,56,七言,0,0,1,0,0,0
魚玄機,寄劉尚書,,60,五言,0,0,1,0,0,0
魚玄機,寄國香,,40,五言,0,0,1,0,0,0
魚玄機,寄子安,,56,七言,0,0,1,0,0,0
魚玄機,寄題煉師,,38,五言,0,0,1,0,0,0
魚玄機,寄飛卿,,40,五言,0,0,1,0,0,0
魚玄機,寓言,,48,雜言,0,0,1,0,0,0
魚玄機,左名場自澤州至京，使人傳語,,84,七言,0,0,1,0,0,0
魚玄機,情書,,56,七言,0,0,1,0,0,0
魚玄機,愁思,,56,七言,0,0,1,0,0,0
魚玄機,感懷寄人,,60,五言,0,0,1,0,0,0
魚玄機,打球作,,56,七言,0,0,1,0,0,0
魚玄機,折楊柳,,28,七言,0,0,1,0,0,0
魚玄機,早秋,,40,五言,0,0,1,0,0,0
魚玄機,春情寄子安,,84,七言,0,0,1,0,0,0
魚玄機,暮春即事,,56,七言,0,0,1,0,0,0
魚玄機,暮春有感寄友人,,40,五言,0,0,1,0,0,0
魚玄機,期友人阻雨不至,,40,五言,0,0,1,0,0,0
魚玄機,次韻西鄰新居兼乞酒,,56,七言,0,0,1,0,0,0
魚玄機,江行,,56,七言,0,0,1,0,0,0
魚玄機,江陵愁望寄子安,,28,七言,0,0,1,0,0,0
魚玄機,浣紗廟,,56,七言,0,0,1,0,0,0
魚玄機,秋怨,,28,七言,0,0,1,1,0,1
魚玄機,聞李端公垂釣回寄贈,,28,七言,0,0,1,0,0,0
魚玄機,訪趙煉師不遇,,40,五言,0,0,1,0,0,0
魚玄機,賣殘牡丹,,56,七言,0,0,1,0,0,0
魚玄機,賦得江邊柳,,40,五言,0,0,1,0,0,0
魚玄機,贈鄰女,,40,五言,0,0,1,0,0,0
魚玄機,迎李近仁員外,,28,七言,0,0,1,0,0,0
魚玄機,送別,,28,七言,0,0,1,0,0,0
魚玄機,送別,,28,七言,0,0,1,0,0,0
魚玄機,遊崇真觀南樓，睹新及第題名處,,28,七言,0,0,1,0,0,0
魚玄機,過鄂州,,56,七言,0,0,1,0,0,0
魚玄機,遣懷,,80,五言,0,0,1,0,0,0
魚玄機,酬李學士寄簟,,28,七言,0,0,1,0,0,0
魚玄機,酬李郢夏日釣魚回見示,,40,五言,0,0,1,0,0,0
魚玄機,重陽阻雨,,28,七言,0,0,1,0,0,0
魚玄機,閨怨,,56,七言,0,0,1,1,0,1
魚玄機,隔漢江寄子安,,48,雜言,0,0,1,0,0,0
魚玄機,題任處士創資福寺,,40,五言,0,0,1,1,1,0
魚玄機,題隱霧亭,,28,七言,0,0,1,1,1,0
鮑君徽,奉和麟德殿宴百僚應制,,60,五言,0,0,1,1,1,0
鮑君徽,東亭茶宴,,14,七言,0,0,1,0,0,0
鮑君徽,關山月,,60,五言,0,0,1,0,0,0
